,Date,Dernier,Ouv.,Plus Haut,Plus Bas,bid,ask,bid_rate_local,ask_rate_local,bid_rate_foreign,ask_rate_foreign
86,2000-05-02,2.4939094755737914,2.4391805377720868,2.5192933222782066,2.3870801698623083,2.3870801698623083,2.5192933222782066,6.75,7.0,0.05,0.2
87,2000-05-03,2.5050165059227134,2.473021582733813,2.538787023977433,2.45885643660964,2.45885643660964,2.538787023977433,6.75,7.0,0.05,0.2
88,2000-05-04,2.54822269530998,2.5066390310253253,2.6097042335202008,2.471544715447154,2.471544715447154,2.6097042335202008,6.75,7.0,0.05,0.2
89,2000-05-05,2.527075812274368,2.5442335012269153,2.6222764959187606,2.4917266887288303,2.4917266887288303,2.6222764959187606,6.75,7.0,0.05,0.2
90,2000-05-08,2.577852435715209,2.5336857713880474,2.601824489271489,2.505178663904713,2.505178663904713,2.601824489271489,6.75,7.0,0.05,0.2
91,2000-05-09,2.5641025641025643,2.561117578579744,2.578245253976398,2.5212262622334567,2.5212262622334567,2.578245253976398,6.75,7.0,0.05,0.2
92,2000-05-10,2.552263691163268,2.524571208325304,2.5586899507452188,2.4813096158803813,2.4813096158803813,2.5586899507452188,6.75,7.0,0.05,0.2
93,2000-05-11,2.4919717405266537,2.4940541235456704,2.548178500544209,2.417950867238378,2.417950867238378,2.548178500544209,6.75,7.0,0.05,0.2
94,2000-05-12,2.512046257629297,2.4484287642182383,2.5489944921224543,2.4339854089999355,2.4339854089999355,2.5489944921224543,6.75,7.0,0.05,0.2
95,2000-05-15,2.5306699209968526,2.47279283920407,2.5710072449830093,2.4618160726944636,2.4618160726944636,2.5710072449830093,6.75,7.0,0.05,0.2
96,2000-05-16,2.5612903225806454,2.486598204482336,2.601156069364162,2.4672969822561845,2.4672969822561845,2.601156069364162,6.75,7.0,0.05,0.2
97,2000-05-17,2.601249114673878,2.5617861521584824,2.6705276705276706,2.5043680838672104,2.5043680838672104,2.6705276705276706,6.75,7.0,0.05,0.2
